author,comment,ratings,title,url,cleaned_text,length,has_emoji,label
Tô Thị Thanh Hiền,"phim khá bình thường tình tiết dễ đoán nhưng đc tặng ấn phẩm trước ngày 31 /5 .tôi khá hài lòng về màu sắc và âm nhạc của phim ,nókhá hay và đ sắc. mọi người nên xem phim để đc tặng ấn phẩm nha
lưu ý .nếu mọi người d định đi rạp gigamall, thì khi  mua vé mà ngt ko đưa ấn phẩm thì nhớ nhắc nha ,ko lấy là ngt ko đưa đâu .
chi tiết hơn các bạn vào live trực tiếp của cgv ,live doraemon và bản giao hưởng địa cầu tua đến phần gần cuối ,sẽ có thể lệ đổi quà
cái này ai đi trước 31/5/2024 thì sẽ đc nha ,rạp nào cũng vậy", 6/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,phim khá bình thường tình tiết dễ đoán nhưng được tặng ấn phẩm trước ngày 31 /5 tôi khá hài lòng về màu sắc âm nhạc của phim nókhá hay đ sắc mọi người nên xem phim được tặng ấn phẩm nha lưu ý nếu mọi người d định đi rạp gigamall mua vé ngt không đưa ấn phẩm nhớ nhắc nha không lấy ngt không đưa đâu chi tiết hơn các bạn live trực tiếp của cgv live doraemon bản giao hưởng địa cầu tua đến phần gần cuối sẽ có thể lệ đổi quà cái ai đi trước 31/5/2024 sẽ được nha rạp cũng,123,0,mixed/neutral
094****534,Cx đc mà vắng quá, 6/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,cũng được vắng quá,5,0,none
Nguyễn Thị Minh Anh,"Phim khá ổn về nội dung nhưng một số chi tiết quá dài dòng và tui cảm thấy bị lặp lại một số đoạn không cần thiết. Ai mê âm nhạc thì nên đi xem nha chứ tui thấy nó quá ồn với tui, đôi khi các âm thanh của dụng cụ nó không ăn nhập với nhau nên rất chói tai. Dù cảm nhận cá nhân có phần không hay lắm nhưng vì Doremon là cả tuổi thơ của tui nên tui vẫn ủng hộ. ❤️

‼️Có điều quý phụ huynh dẫn con mình đi xem phim thì cũng nên NHẮC NHỞ và DẠY con mình QUY TẮC KHI VÀO RẠP XEM PHIM, gì đâu mà mua vé quăng con ở đó rồi để con cái đạp ghế người đối diện quá trời quá đất xong đập rồi dậm chân rầm rầm.", 6/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,phim khá ổn về nội dung nhưng một số chi tiết quá dài dòng tui cảm thấy bị lặp lại một số đoạn không cần thiết ai mê âm nhạc nên đi xem nha tui thấy nó quá ồn tui đôi các âm thanh của dụng cụ nó không ăn nhập nhau nên rất chói tai dù cảm nhận cá nhân có phần không hay lắm nhưng vì doremon cả tuổi thơ của tui nên tui vẫn ủng hộ ❤ ️ ‼ ️có điều quý phụ huynh dẫn con mình đi xem phim cũng nên nhắc nhở dạy con mình quy tắc rạp xem phim gì đâu mua vé quăng con ở rồi con cái đạp ghế người đối diện quá trời quá đất xong đập rồi dậm chân rầm rầm,143,1,mixed/neutral
Nguyen Dinh Duong Quang,Phù hợp cho trẻ em xem, 6/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,phù hợp cho trẻ em xem,6,0,mixed/neutral
Chu Quốc Hội,"không nhận được quà tặng, nhân viên thái độ, tất cả các khách đều có còn mình thì ko", 1/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,không nhận được quà tặng nhân viên thái độ tất cả các khách đều có còn mình không,19,0,none
Tạ Thị Trung Anh,"Phim chán òm, cho cậu em lớp 6 đi xem mà chốc chốc lại hỏi mấy giờ :))))", 4/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,phim chán òm cho cậu em lớp 6 đi xem chốc chốc lại hỏi mấy giờ,17,0,negative
Trần Thị Bích Ngân,"Xuyên suốt bộ phim k thể tập trung xem được , dịch vụ trải nghiệm tệ , rạp phim rất ồn , nhân viên không nhắc nhở , k quan sát , máy ảnh cơ liên tục chụp trục tiếp , rất bực , thời gian phát phim trễ", 3/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,xuyên suốt bộ phim không thể tập trung xem được dịch vụ trải nghiệm tệ rạp phim rất ồn nhân viên không nhắc nhở không quan sát máy ảnh cơ liên tục chụp trục tiếp rất bực thời gian phát phim trễ,49,0,none
Hoàng Lâm,Phim hong có gây cấn lắm nhưng nhạc phim rất hay, 7/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,phim hong có gây cấn lắm nhưng nhạc phim rất hay,11,0,mixed/neutral
Lưu Kim Thoa,"Xem phim mà bồi hồi nhớ lại tuổi thơ, tiếc là hết quà rồi", 7/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,xem phim bồi hồi nhớ lại tuổi thơ tiếc hết quà rồi,14,0,none
Nguyễn Văn Công,"để 138p, xem 80p hết phim :) phim nhạt đ chịu được thề", 1/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,138p xem 80p hết phim phim nhạt đ chịu được thề,12,0,negative
Vũ Hải Công,"Bộ movie thất vọng nhất từ trước tới giờ

Hình ảnh chỉnh chu,đẹp nhưng âm thanh lên xuống không ổn định,nhiều đoạn quá ồn phải bịt tai lại

Nội dung thì quá nhạt nhẽo dàn trải,không có twist ,xem 2/3 phim chán quá nhiều người bỏ về hết", 2/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,bộ movie thất vọng nhất từ trước tới giờ hình ảnh chỉnh chu đẹp nhưng âm thanh lên xuống không ổn định nhiều đoạn quá ồn phải bịt tai lại nội dung quá nhạt nhẽo dàn trải không có twist xem 2/3 phim chán quá nhiều người bỏ về hết,49,0,negative
Đào Nhật Minh Châu,"so với các movie trước thì movie này tương đối kém , kh hay =", 4/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,so các movie trước movie tương đối kém không hay =,14,0,negative
Phạm Đăng Khôi,Cốt truyện có như không có, 5/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,cốt truyện có như không có,6,0,negative
Bùi Phương Quỳnh,"Hình ảnh đẹp khỏi bàn, nhìn siu thích mắt. Nội dung phim cũng là về tình bạn vượt qua thử thách thôi, motif quen thuộc của Doraemon xưa giờ. Xem rv thấy mọi người chấm 9/10 quá trời, nhưng cá nhân t chỉ cho 7/10 thôi và ko thể hơn vì ko mới lạ gì cả, đoán trước đc diễn biến tieep theo lun:))
Cũng nên xem thử cho biết ha, phim tuổi thơ bao năm mà, nên xem vì chất lượng hình ảnh đẹp.", 7/10,Doraemon: Nobita và bản giao hưởng Địa Cầu,https://www.momo.vn/cinema/doraemon-nobita-va-ban-giao-huong-dia-cau-23815/review,hình ảnh đẹp khỏi bàn nhìn siu thích mắt nội dung phim cũng về tình bạn vượt qua thử thách thôi motif quen thuộc của doraemon xưa giờ xem review thấy mọi người chấm 9/10 quá trời nhưng cá nhân tôi chỉ cho 7/10 thôi không thể hơn vì không mới lạ gì cả đoán trước được diễn biến tieep theo luôn cũng nên xem thử cho biết ha phim tuổi thơ bao năm nên xem vì chất lượng hình ảnh đẹp,87,0,mixed/neutral
Đặng Trần Mỹ Linh,"Phim sẽ 10₫ nếu đổi diễn viên đóng vai Sang đi. Thật sự mọi thứ đều ổn, diễn viên đóng vai Phong quá tuyệt chỉ trừ vai Sang, diễn không có hồn, giọng thì đơ đơ kiểu học thuộc thoại chứ không đặt mình vào vai diễn.
Về cốt truyện thì ai xem TOLDN rồi sẽ dễ hiểu hơn", 7/10,Kẻ Ăn Hồn,https://www.momo.vn/cinema/ke-an-hon-23688/review,phim sẽ 10₫ nếu đổi diễn viên đóng vai sang đi thật sự mọi thứ đều ổn diễn viên đóng vai phong quá tuyệt chỉ trừ vai sang diễn không có hồn giọng đơ đơ kiểu học thuộc thoại không đặt mình vai diễn về cốt truyện ai xem toldn rồi sẽ dễ hiểu hơn,59,0,mixed/neutral
Bùi Thị Ngọc Trân,"Điểm cộng: 
- Màu sắc, âm thanh phim chất lượng hoành tráng, đúng chất núi non, bản làng
- Cốt truyện rõ ràng (có mở & kết)
- Mang đậm chất kinh dị (máu me full HD)
Điểm trừ:
- Diễn viên chính (vai chồng) giọng đọc khó nghe, có vẻ chưa khớp với nhịp, cảm thấy diễn chưa đạt (theo cảm nhận riêng mình)
- Cũng ít sợ (không phù hợp với bạn nào thích dòng phim ma như mình)
..
Tóm lại tuỳ cảm nhận mỗi người, nhưng vs mình để mà ra rạp thì xứng 6/10 thui", 7/10,Kẻ Ăn Hồn,https://www.momo.vn/cinema/ke-an-hon-23688/review,điểm cộng - màu sắc âm thanh phim chất lượng hoành tráng đúng chất núi non bản làng - cốt truyện rõ ràng có mở & kết - mang đậm chất kinh dị máu me full hd điểm trừ - diễn viên chính vai chồng giọng đọc khó nghe có vẻ chưa khớp nhịp cảm thấy diễn chưa đạt theo cảm nhận riêng mình - cũng ít sợ không phù hợp bạn thích dòng phim ma như mình tóm lại tuỳ cảm nhận mỗi người nhưng mình rạp xứng 6/10 thui,95,0,mixed/neutral
Nguyễn Đình Công,"Bộ phim tệ nhất mình từng xem! Kịch bản rời xa nguyên tác. Mạch phim chạy quá nhanh chưa kể bị cắt bớt một vài đoạn, nếu ai chưa nghe hoặc tìm hiểu trước thì chẳng hiểu chuyện gì đang xảy ra. Diễn viên đóng khá tệ, lời thoại thì sến súa, đang xem phim kinh dị mà cứ tưởng xem phim tình cảm tay ba giữa Khảm, Phong và chồng của Phong. Nói chung là rất rất thất vọng!!!! Nghe trên youtube hay bao nhiêu thì lên phim nhạt bấy nhiêu", 4/10,Kẻ Ăn Hồn,https://www.momo.vn/cinema/ke-an-hon-23688/review,bộ phim tệ nhất mình xem kịch bản rời xa nguyên tác mạch phim chạy quá nhanh chưa kể bị cắt bớt một vài đoạn nếu ai chưa nghe hoặc tìm hiểu trước chẳng hiểu chuyện gì xảy diễn viên đóng khá tệ lời thoại sến súa xem phim kinh dị cứ tưởng xem phim tình cảm tay ba giữa khảm phong chồng của phong nói chung rất rất thất vọng nghe trên youtube hay bao nhiêu lên phim nhạt bấy nhiêu,92,0,negative
Bùi Diễm Thục Đoan,"Diễn viên đơ, đọc thoại ko nghe được gì, như kiểu nghe tiếng nước ngoài. Nhiều đoạn nhạc to hơn tiếng cũng ko nghe được gì luôn. Cốt truyện ok nhưng nhiều tình tiết vô lý. Dân làng người giọng Bắc người giọng Nam lẫn lộn. Coi phim kinh dị mà thấy tức cười chứ chả thấy sợ. 

Ưu điểm : diễn viên đẹp, màu phim đẹp", 3/10,Kẻ Ăn Hồn,https://www.momo.vn/cinema/ke-an-hon-23688/review,diễn viên đơ đọc thoại không nghe được gì như kiểu nghe tiếng nước ngoài nhiều đoạn nhạc to hơn tiếng cũng không nghe được gì luôn cốt truyện ok nhưng nhiều tình tiết vô lý dân làng người giọng bắc người giọng nam lẫn lộn coi phim kinh dị thấy tức cười chả thấy sợ ưu điểm diễn viên đẹp màu phim đẹp,66,0,negative
Nguyễn Bảo Thoại Trinh,"Thoại của nv Sang kém, mỗi lần nói là mỗi lần mất hứng, tụt cảm xúc, nó kéo cái bộ phim tệ đi nhiều =)))) Mặt đơ ra, gượng như để nhớ bài. Còn lại ổn, đẹp, cậu Khảm là nv mình thích nhất, từ điềm đạm ôn hoà sang cay đắng, thù hận nét nào mình cũng mê. Tuy nhiên phim cũng có những cái hạt sạn không lớn nhưng nhiều :)))) kiểu nửa vời, kh trọn vẹn lắm. 6.5/10 là ổn í", 7/10,Kẻ Ăn Hồn,https://www.momo.vn/cinema/ke-an-hon-23688/review,thoại của nhân vật sang kém mỗi lần nói mỗi lần mất hứng tụt cảm xúc nó kéo cái bộ phim tệ đi nhiều = mặt đơ gượng như nhớ bài còn lại ổn đẹp cậu khảm nhân vật mình thích nhất từ điềm đạm ôn hoà sang cay đắng thù hận nét mình cũng mê tuy nhiên phim cũng có những cái hạt sạn không lớn nhưng nhiều kiểu nửa vời không trọn vẹn lắm 6 5/10 ổn í,83,0,mixed/neutral
Huỳnh Trọng Hữu,"Cả làng cầm cuốc,dao, gậy,… đi tìm kẻ thủ ác thậm chí là bắt gia đình trưởng làng phải đền mạng, nhưng khi biết đc hung thủ là Sang và phơi bày hết sự thật thì đùng phát Sang tuyên bố sẽ giết hết cả làng và thế là cả làng bỏ chạy để lại Sang cầm trong tay là con dao găm nhỏ solo với bà Phong vs ông Khảm. Gọi dân làng là chưa đúng mà phải là dân ba phải, gió chiều nào là theo chiều đó, khi Sang tạo bằng chứng giả và kêu Phong là kẻ giết người thì cả làng đòi giết Phong, tới khi Phong kêu Sang là mới thật sự là chủ mưu mà chẳng thấy có bằng chứng gì ngoài việc Sang làm đứt sợi dây đeo tay vậy mà cả làng 180độ đòi giết Sang và cái kết nghe Sang hù 1 câu đã bỏ chạy. Còn lúc tìm thấy thi thể của nạn nhân thì thôi rồi, cả đám bu lại xong gia đình nhào tới, dân làng giữ lại k cho tới, nhây qua nhây lại. Cả bản điện ảnh lẫn truyền hình chỉ hay ở những lúc đầu, tạo cảm giác kích thích còn lại thì như rác.", 1/10,Kẻ Ăn Hồn,https://www.momo.vn/cinema/ke-an-hon-23688/review,cả làng cầm cuốc dao gậy đi tìm kẻ thủ ác thậm chí bắt gia đình trưởng làng phải đền mạng nhưng biết được hung thủ sang phơi bày hết sự thật đùng phát sang tuyên bố sẽ giết hết cả làng cả làng bỏ chạy lại sang cầm tay con dao găm nhỏ solo bà phong ông khảm gọi dân làng chưa đúng phải dân ba phải gió chiều theo chiều sang tạo bằng chứng giả kêu phong kẻ giết người cả làng đòi giết phong tới phong kêu sang mới thật sự chủ mưu chẳng thấy có bằng chứng gì ngoài việc sang làm đứt sợi dây đeo tay cả làng 180độ đòi giết sang cái kết nghe sang hù 1 câu bỏ chạy còn lúc tìm thấy thi thể của nạn nhân thôi rồi cả đám bu lại xong gia đình nhào tới dân làng giữ lại không cho tới nhây qua nhây lại cả bản điện ảnh lẫn truyền hình chỉ hay ở những lúc đầu tạo cảm giác kích thích còn lại như rác,211,0,none
